Fecha,Hora,Ciudad,Apiario,Colmena,Tempertura
2020-10-05,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.69
2020-10-05,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.98
2020-10-06,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.31
2020-10-06,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.75
2020-10-06,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.62
2020-10-06,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.02
2020-10-06,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.67
2020-10-07,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.27
2020-10-07,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.07
2020-10-07,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.61
2020-10-07,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.61
2020-10-07,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.50
2020-10-08,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.72
2020-10-08,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.52
2020-10-08,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.82
2020-10-08,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.14
2020-10-08,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.75
2020-10-09,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.67
2020-10-09,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.59
2020-10-09,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.38
2020-10-09,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.28
2020-10-09,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.32
2020-10-10,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.90
2020-10-10,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.61
2020-10-10,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.88
2020-10-10,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.30
2020-10-10,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.59
2020-10-11,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.55
2020-10-11,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.36
2020-10-11,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.53
2020-10-11,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.57
2020-10-11,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.46
2020-10-12,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.79
2020-10-12,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.54
2020-10-12,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.14
2020-10-12,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,32.67
2020-10-12,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.14
2020-10-12,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.06
2020-10-13,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.50
2020-10-13,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.94
2020-10-13,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.19
2020-10-13,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.61
2020-10-13,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.86
2020-10-13,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.48
2020-10-14,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.24
2020-10-14,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.53
2020-10-14,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.66
2020-10-14,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.69
2020-10-14,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.90
2020-10-15,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.15
2020-10-15,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.18
2020-10-15,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.47
2020-10-15,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.77
2020-10-15,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,33.40
2020-10-15,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.40
2020-10-16,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.03
2020-10-16,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.21
2020-10-16,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.64
2020-10-16,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.97
2020-10-16,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.70
2020-10-17,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.98
2020-10-17,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.18
2020-10-17,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,41.17
2020-10-17,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.73
2020-10-17,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.61
2020-10-17,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.51
2020-10-18,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.28
2020-10-18,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.68
2020-10-18,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.26
2020-10-18,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.92
2020-10-18,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.38
2020-10-19,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.50
2020-10-19,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.31
2020-10-19,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,38.85
2020-10-19,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.68
2020-10-19,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.59
2020-10-19,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.57
2020-10-20,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.24
2020-10-20,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.50
2020-10-20,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.12
2020-10-20,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.12
2020-10-20,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.17
2020-10-21,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.30
2020-10-21,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.54
2020-10-21,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.66
2020-10-21,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.52
2020-10-21,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.36
2020-10-22,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.28
2020-10-22,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.79
2020-10-22,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.82
2020-10-22,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.23
2020-10-22,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.42
2020-10-23,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.85
2020-10-23,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.98
2020-10-23,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.62
2020-10-23,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.09
2020-10-23,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.86
2020-10-24,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.63
2020-10-24,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.30
2020-10-24,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.32
2020-10-24,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.63
2020-10-24,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.15
2020-10-25,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.83
2020-10-25,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.28
2020-10-25,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.62
2020-10-25,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.66
2020-10-25,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.84
2020-10-26,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.43
2020-10-26,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.69
2020-10-26,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.53
2020-10-26,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.56
2020-10-26,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.76
2020-10-27,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.52
2020-10-27,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.42
2020-10-27,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.88
2020-10-27,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.82
2020-10-27,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.22
2020-10-28,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.93
2020-10-28,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.34
2020-10-28,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.64
2020-10-28,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.53
2020-10-28,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.65
2020-10-29,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.41
2020-10-29,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.29
2020-10-29,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.08
2020-10-29,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.90
2020-10-29,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.78
2020-10-30,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.63
2020-10-30,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.68
2020-10-30,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.04
2020-10-30,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.94
2020-10-30,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,43.24
2020-10-30,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.15
2020-10-31,00:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.35
2020-10-31,01:00:00,Trelew,"Chacra 1234 - Luteria",C3,36.39
2020-10-31,02:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.90
2020-10-31,03:00:00,Trelew,"Chacra 1234 - Luteria",C3,35.14
2020-10-31,04:00:00,Trelew,"Chacra 1234 - Luteria",C3,34.19
2020-10-05,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.83
2020-10-05,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.70
2020-10-05,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.76
2020-10-05,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.02
2020-10-05,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.74
2020-10-06,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.32
2020-10-06,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.71
2020-10-06,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.31
2020-10-06,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,33.58
2020-10-06,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.09
2020-10-06,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.30
2020-10-07,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.38
2020-10-07,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.05
2020-10-07,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.64
2020-10-07,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.44
2020-10-07,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.87
2020-10-08,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.35
2020-10-08,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.36
2020-10-08,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.39
2020-10-08,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.64
2020-10-08,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.77
2020-10-09,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.50
2020-10-09,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.75
2020-10-09,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.89
2020-10-09,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.78
2020-10-09,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.08
2020-10-09,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.72
2020-10-10,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.99
2020-10-10,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.70
2020-10-10,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.15
2020-10-10,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.32
2020-10-10,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.19
2020-10-11,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.10
2020-10-11,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.99
2020-10-11,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.22
2020-10-11,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.26
2020-10-11,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.39
2020-10-12,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.62
2020-10-12,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.49
2020-10-12,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.72
2020-10-12,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.61
2020-10-12,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.85
2020-10-13,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.93
2020-10-13,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.84
2020-10-13,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.88
2020-10-13,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.11
2020-10-13,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.12
2020-10-14,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.85
2020-10-14,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.13
2020-10-14,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.53
2020-10-14,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.32
2020-10-14,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.59
2020-10-15,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.66
2020-10-15,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.91
2020-10-15,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.19
2020-10-15,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.38
2020-10-15,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.18
2020-10-16,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.22
2020-10-16,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.34
2020-10-16,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.98
2020-10-16,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.56
2020-10-16,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.51
2020-10-17,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.78
2020-10-17,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.68
2020-10-17,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.05
2020-10-17,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.77
2020-10-17,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.24
2020-10-18,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.32
2020-10-18,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.82
2020-10-18,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.81
2020-10-18,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.85
2020-10-18,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.15
2020-10-19,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.11
2020-10-19,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.12
2020-10-19,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.50
2020-10-19,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.26
2020-10-19,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.21
2020-10-19,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.29
2020-10-20,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.76
2020-10-20,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.07
2020-10-20,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.09
2020-10-20,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.15
2020-10-20,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.68
2020-10-21,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.60
2020-10-21,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.64
2020-10-21,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.63
2020-10-21,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.81
2020-10-21,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.13
2020-10-22,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.99
2020-10-22,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.96
2020-10-22,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.93
2020-10-22,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,37.06
2020-10-22,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.81
2020-10-22,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.91
2020-10-23,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,31.57
2020-10-23,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.91
2020-10-23,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.32
2020-10-23,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.11
2020-10-23,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.79
2020-10-23,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.94
2020-10-24,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.02
2020-10-24,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.86
2020-10-24,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.79
2020-10-24,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.17
2020-10-24,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.74
2020-10-25,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.49
2020-10-25,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.15
2020-10-25,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.93
2020-10-25,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.67
2020-10-25,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.27
2020-10-26,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.43
2020-10-26,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.22
2020-10-26,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.72
2020-10-26,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.53
2020-10-26,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.31
2020-10-27,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.80
2020-10-27,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.08
2020-10-27,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.18
2020-10-27,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.34
2020-10-27,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,33.64
2020-10-27,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.15
2020-10-28,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.97
2020-10-28,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.44
2020-10-28,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,40.06
2020-10-28,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.08
2020-10-28,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.45
2020-10-28,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.20
2020-10-29,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.99
2020-10-29,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.10
2020-10-29,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.16
2020-10-29,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.07
2020-10-29,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.66
2020-10-30,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.72
2020-10-30,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.61
2020-10-30,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.57
2020-10-30,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.52
2020-10-30,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.49
2020-10-31,00:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.63
2020-10-31,01:00:00,Trelew,"Chacra 1234 - Luteria",C4,35.81
2020-10-31,02:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.25
2020-10-31,03:00:00,Trelew,"Chacra 1234 - Luteria",C4,34.49
2020-10-31,04:00:00,Trelew,"Chacra 1234 - Luteria",C4,36.52
2020-10-05,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.55
2020-10-05,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.15
