Fecha,Hora,Ciudad,Apiario,Colmena,Tempertura
2020-10-05,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.81
2020-10-05,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.13
2020-10-05,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.95
2020-10-06,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.11
2020-10-06,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.55
2020-10-06,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.65
2020-10-06,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.14
2020-10-06,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.28
2020-10-07,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.50
2020-10-07,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.50
2020-10-07,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.47
2020-10-07,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.07
2020-10-07,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,29.19
2020-10-07,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.17
2020-10-08,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.90
2020-10-08,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.07
2020-10-08,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.78
2020-10-08,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.14
2020-10-08,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.91
2020-10-08,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.88
2020-10-09,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.91
2020-10-09,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.12
2020-10-09,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.63
2020-10-09,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.35
2020-10-09,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.34
2020-10-10,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.89
2020-10-10,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.93
2020-10-10,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.50
2020-10-10,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.20
2020-10-10,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.53
2020-10-11,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.15
2020-10-11,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.22
2020-10-11,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.16
2020-10-11,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.87
2020-10-11,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.91
2020-10-12,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.09
2020-10-12,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.45
2020-10-12,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.52
2020-10-12,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.08
2020-10-12,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.32
2020-10-13,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.14
2020-10-13,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.66
2020-10-13,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.75
2020-10-13,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.20
2020-10-13,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.43
2020-10-14,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.61
2020-10-14,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.82
2020-10-14,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.92
2020-10-14,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.92
2020-10-14,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.90
2020-10-15,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.98
2020-10-15,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.85
2020-10-15,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.75
2020-10-15,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.77
2020-10-15,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.72
2020-10-16,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.03
2020-10-16,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.25
2020-10-16,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.97
2020-10-16,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.79
2020-10-16,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.54
2020-10-17,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.90
2020-10-17,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.13
2020-10-17,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.27
2020-10-17,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.88
2020-10-17,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.98
2020-10-17,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.79
2020-10-18,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,32.21
2020-10-18,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.87
2020-10-18,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.19
2020-10-18,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.93
2020-10-18,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.39
2020-10-18,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.72
2020-10-19,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.82
2020-10-19,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.47
2020-10-19,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.58
2020-10-19,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.53
2020-10-19,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.29
2020-10-20,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.14
2020-10-20,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.74
2020-10-20,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.47
2020-10-20,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.25
2020-10-20,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.12
2020-10-21,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.31
2020-10-21,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.69
2020-10-21,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.46
2020-10-21,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.83
2020-10-21,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,33.50
2020-10-21,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.49
2020-10-22,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.18
2020-10-22,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.04
2020-10-22,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.45
2020-10-22,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.56
2020-10-22,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.56
2020-10-23,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.77
2020-10-23,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.04
2020-10-23,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.44
2020-10-23,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.72
2020-10-23,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.62
2020-10-23,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.34
2020-10-24,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.71
2020-10-24,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.30
2020-10-24,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.47
2020-10-24,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.93
2020-10-24,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.70
2020-10-25,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.69
2020-10-25,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.55
2020-10-25,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.66
2020-10-25,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.07
2020-10-25,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.38
2020-10-26,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.42
2020-10-26,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.74
2020-10-26,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.88
2020-10-26,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.99
2020-10-26,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.71
2020-10-27,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.70
2020-10-27,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.43
2020-10-27,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.95
2020-10-27,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.45
2020-10-27,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.67
2020-10-28,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.38
2020-10-28,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.92
2020-10-28,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.66
2020-10-28,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.21
2020-10-28,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.55
2020-10-29,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.48
2020-10-29,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.56
2020-10-29,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,31.48
2020-10-29,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.29
2020-10-29,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.99
2020-10-29,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.63
2020-10-30,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.04
2020-10-30,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,33.65
2020-10-30,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.63
2020-10-30,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.81
2020-10-30,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,34.20
2020-10-30,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.55
2020-10-31,00:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.61
2020-10-31,01:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.19
2020-10-31,02:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.51
2020-10-31,03:00:00,Trelew,"Chacra 1234 - Luteria",C5,35.46
2020-10-31,04:00:00,Trelew,"Chacra 1234 - Luteria",C5,36.49
2020-10-05,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.30
2020-10-05,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.47
2020-10-05,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.79
2020-10-05,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.73
2020-10-05,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.13
2020-10-06,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.64
2020-10-06,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.78
2020-10-06,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.41
2020-10-06,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.11
2020-10-06,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.03
2020-10-07,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.21
2020-10-07,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.72
2020-10-07,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.48
2020-10-07,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.00
2020-10-07,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.87
2020-10-08,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.99
2020-10-08,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.02
2020-10-08,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.97
2020-10-08,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.74
2020-10-08,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.35
2020-10-09,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.10
2020-10-09,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.31
2020-10-09,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,45.30
2020-10-09,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.84
2020-10-09,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.21
2020-10-09,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.24
2020-10-10,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.97
2020-10-10,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.15
2020-10-10,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.07
2020-10-10,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.43
2020-10-10,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.91
2020-10-11,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.65
2020-10-11,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.83
2020-10-11,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.30
2020-10-11,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.37
2020-10-11,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.00
2020-10-12,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.22
2020-10-12,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.82
2020-10-12,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.85
2020-10-12,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.24
2020-10-12,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.14
2020-10-13,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.99
2020-10-13,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.61
2020-10-13,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.57
2020-10-13,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.87
2020-10-13,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.83
2020-10-14,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.28
2020-10-14,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.84
2020-10-14,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.33
2020-10-14,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.75
2020-10-14,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.11
2020-10-15,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,33.50
2020-10-15,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.21
2020-10-15,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.45
2020-10-15,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.67
2020-10-15,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.19
2020-10-15,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.65
2020-10-16,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.43
2020-10-16,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.63
2020-10-16,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.00
2020-10-16,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.89
2020-10-16,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.25
2020-10-17,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.67
2020-10-17,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.63
2020-10-17,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.32
2020-10-17,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.16
2020-10-17,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.29
2020-10-18,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.00
2020-10-18,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.62
2020-10-18,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.59
2020-10-18,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.41
2020-10-18,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.57
2020-10-19,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.71
2020-10-19,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.84
2020-10-19,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.50
2020-10-19,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.82
2020-10-19,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.28
2020-10-20,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.22
2020-10-20,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.46
2020-10-20,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.57
2020-10-20,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.34
2020-10-20,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.06
2020-10-20,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.82
2020-10-21,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.10
2020-10-21,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.27
2020-10-21,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.74
2020-10-21,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.04
2020-10-21,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.09
2020-10-21,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.26
2020-10-22,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.91
2020-10-22,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.33
2020-10-22,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.91
2020-10-22,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.06
2020-10-22,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.75
2020-10-23,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.60
2020-10-23,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.70
2020-10-23,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.12
2020-10-23,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.02
2020-10-23,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.34
2020-10-24,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.73
2020-10-24,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.17
2020-10-24,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.76
2020-10-24,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.79
2020-10-24,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.64
2020-10-25,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.41
2020-10-25,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.01
2020-10-25,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.43
2020-10-25,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.49
2020-10-25,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.57
2020-10-26,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.14
2020-10-26,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.64
2020-10-26,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.51
2020-10-26,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.18
2020-10-26,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.40
2020-10-27,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.39
2020-10-27,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.03
2020-10-27,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.50
2020-10-27,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.48
2020-10-27,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.14
2020-10-27,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.08
2020-10-28,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.32
2020-10-28,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.91
2020-10-28,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.34
2020-10-28,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.75
2020-10-28,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.88
2020-10-29,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.98
2020-10-29,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.36
2020-10-29,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.57
2020-10-29,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.52
2020-10-29,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.96
2020-10-30,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.50
2020-10-30,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.48
2020-10-30,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.87
2020-10-30,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.25
2020-10-30,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.64
2020-10-30,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.37
2020-10-31,00:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.20
2020-10-31,01:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.75
2020-10-31,02:00:00,Trelew,"Chacra 1234 - Luteria",C6,34.60
2020-10-31,03:00:00,Trelew,"Chacra 1234 - Luteria",C6,35.18
2020-10-31,04:00:00,Trelew,"Chacra 1234 - Luteria",C6,36.95
